Date,Open,High,Low,Close,Volume,Name
2011-10-03,91.93,92.77,89.85,89.88,11385233,CVX
2011-10-04,88.72,91.84,86.68,91.48,15399064,CVX
2011-10-05,92.14,94.74,91.03,94.66,13059854,CVX
2011-10-06,93.38,94.81,92.72,94.61,10170121,CVX
2011-10-07,95.67,95.73,93.66,94.4,10534505,CVX
2011-10-10,96.13,98.24,96.09,98.2,7497174,CVX
2011-10-11,97.21,98.64,97.15,97.6,7613636,CVX
2011-10-12,98.11,98.75,96.69,97.78,8868832,CVX
2011-10-13,96.62,98.1,96.25,97.79,6507812,CVX
2011-10-14,98.97,100.56,98.85,100.47,7366119,CVX
2011-10-17,99.91,100.25,98.4,98.61,6576526,CVX
2011-10-18,99.03,104.15,97.97,102.95,12167529,CVX
2011-10-19,102.69,104.08,101.71,102.24,8651734,CVX
2011-10-20,102.68,103.66,101.72,103.39,8712880,CVX
2011-10-21,104.5,105.84,104.21,105.53,10886876,CVX
2011-10-24,105.5,106.87,105.27,106.27,7911572,CVX
2011-10-25,106.62,106.91,104.33,104.5,8452700,CVX
2011-10-26,106.08,106.84,104.46,106.77,9960059,CVX
2011-10-27,107.84,110.01,107.62,109.26,14396862,CVX
2011-10-28,108.85,109.99,107.26,109.64,10341886,CVX
2011-10-31,107.72,108.0,105.05,105.05,11457875,CVX
2011-11-01,101.47,103.68,100.79,102.08,15217007,CVX
2011-11-02,103.96,104.93,103.14,104.54,8393544,CVX
2011-11-03,105.84,106.35,104.7,106.13,9276395,CVX
2011-11-04,105.75,106.6,104.48,106.43,8403964,CVX
2011-11-07,106.65,108.53,105.54,107.72,7822092,CVX
2011-11-08,108.27,109.0,106.5,108.86,7761386,CVX
2011-11-09,105.8,106.49,103.88,104.28,12062497,CVX
2011-11-10,105.32,106.01,103.5,105.5,10025190,CVX
2011-11-11,106.69,107.52,106.61,107.05,6352503,CVX
2011-11-14,106.2,106.74,105.38,106.17,5531421,CVX
2011-11-15,106.23,107.33,102.58,103.27,24336491,CVX
2011-11-16,102.51,103.42,100.74,101.05,12581782,CVX
2011-11-17,100.75,102.13,98.75,100.08,11795933,CVX
2011-11-18,100.52,101.5,97.52,97.88,13677206,CVX
2011-11-21,96.92,96.94,94.45,95.66,15021652,CVX
2011-11-22,95.68,97.25,95.0,96.42,8941028,CVX
2011-11-23,95.42,95.58,93.75,93.75,11665634,CVX
2011-11-25,94.03,94.45,92.29,92.29,5257266,CVX
2011-11-28,96.03,96.35,95.0,95.77,8404304,CVX
2011-11-29,95.96,98.05,95.75,97.39,8845326,CVX
2011-11-30,100.5,102.82,100.11,102.82,13373982,CVX
2011-12-01,102.82,103.0,100.96,101.83,7007137,CVX
2011-12-02,103.04,103.19,101.5,101.69,6638101,CVX
2011-12-05,103.58,104.0,102.04,102.82,6122255,CVX
2011-12-06,103.1,104.73,102.84,104.36,7445534,CVX
2011-12-07,104.22,105.74,103.97,104.52,10325448,CVX
2011-12-08,104.0,104.8,101.95,102.25,7724858,CVX
2011-12-09,102.74,104.5,102.71,104.25,6624080,CVX
2011-12-12,104.02,104.23,101.5,103.07,7596478,CVX
2011-12-13,104.22,105.89,103.1,103.62,8991356,CVX
2011-12-14,102.75,104.02,99.51,100.53,15515310,CVX
2011-12-15,101.23,101.6,99.32,99.67,9667429,CVX
2011-12-16,100.32,100.86,99.59,100.86,14709715,CVX
2011-12-19,101.16,101.33,99.5,99.72,5978281,CVX
2011-12-20,101.94,103.85,101.78,103.67,7278741,CVX
2011-12-21,103.68,105.53,103.55,105.43,8156702,CVX
2011-12-22,105.51,106.58,105.06,106.31,7484667,CVX
2011-12-23,106.63,107.61,106.1,107.5,3779599,CVX
2011-12-27,107.26,108.49,107.26,107.98,4136574,CVX
2011-12-28,107.86,108.16,105.88,105.96,5308257,CVX
2011-12-29,106.38,107.56,106.32,107.47,4468687,CVX
2011-12-30,106.79,107.5,106.18,106.4,5010355,CVX
2012-01-03,108.74,110.99,108.73,110.37,11522609,CVX
2012-01-04,109.83,110.37,109.2,110.18,8019588,CVX
2012-01-05,109.39,109.54,107.97,109.1,7185141,CVX
2012-01-06,109.41,109.61,108.09,108.31,8214829,CVX
2012-01-09,108.24,109.67,108.03,109.49,7118750,CVX
2012-01-10,110.12,110.66,108.9,109.06,7642302,CVX
2012-01-11,108.51,108.65,107.13,107.77,7811744,CVX
2012-01-12,104.52,106.04,104.52,104.97,11899645,CVX
2012-01-13,104.62,106.15,103.51,106.09,8268333,CVX
2012-01-17,107.27,107.98,106.03,106.72,6926128,CVX
2012-01-18,106.0,106.94,105.2,106.83,6581410,CVX
2012-01-19,107.21,107.5,105.82,106.93,5666629,CVX
2012-01-20,106.95,107.2,106.25,106.89,7285050,CVX
2012-01-23,106.99,107.5,106.56,107.01,6507187,CVX
2012-01-24,106.45,107.09,106.18,106.72,5041318,CVX
2012-01-25,106.37,108.0,105.09,107.73,8021446,CVX
2012-01-26,108.03,108.57,106.35,106.59,7001455,CVX
2012-01-27,104.39,104.67,103.12,103.96,10581990,CVX
2012-01-30,103.4,103.5,102.08,103.41,7616505,CVX
2012-01-31,104.61,104.78,102.4,103.12,8321506,CVX
2012-02-01,104.42,104.42,102.68,102.79,7825661,CVX
2012-02-02,103.03,103.96,102.88,103.69,5897915,CVX
2012-02-03,104.91,105.6,104.48,105.5,6819797,CVX
2012-02-06,104.62,106.76,104.37,106.67,6444753,CVX
2012-02-07,106.02,107.06,105.44,106.83,6034606,CVX
2012-02-08,107.27,107.5,106.09,106.76,5383617,CVX
2012-02-09,107.18,107.41,106.07,106.37,4751312,CVX
2012-02-10,105.19,105.52,104.58,105.28,6138175,CVX
2012-02-13,106.16,106.53,105.28,106.38,4696565,CVX
2012-02-14,106.25,106.53,105.56,106.49,5975378,CVX
2012-02-15,106.24,106.24,104.59,105.0,6553826,CVX
2012-02-16,105.52,106.57,104.8,106.52,5733944,CVX
2012-02-17,107.02,107.24,106.04,106.66,5666749,CVX
2012-02-21,107.51,108.5,107.44,108.41,7148952,CVX
2012-02-22,108.16,108.56,107.2,107.5,7149993,CVX
2012-02-23,107.54,108.5,107.32,108.35,5509348,CVX
2012-02-24,108.8,109.4,108.5,109.08,5834328,CVX
2012-02-27,108.29,110.22,108.28,109.63,7723747,CVX
2012-02-28,109.68,110.4,109.18,109.61,9133377,CVX
2012-02-29,110.4,110.92,108.92,109.12,10573467,CVX
2012-03-01,109.17,110.14,109.1,109.76,5981700,CVX
2012-03-02,109.5,109.87,109.0,109.61,5377442,CVX
2012-03-05,109.14,109.45,108.14,109.32,5941680,CVX
2012-03-06,108.14,109.03,108.0,108.85,7481150,CVX
2012-03-07,109.0,109.95,108.19,109.46,6867957,CVX
2012-03-08,109.8,110.57,109.56,110.03,5505620,CVX
2012-03-09,109.89,110.41,109.37,109.57,5704314,CVX
2012-03-12,109.65,110.0,109.16,110.0,5325068,CVX
2012-03-13,110.22,111.31,109.43,111.19,7332249,CVX
2012-03-14,111.05,112.28,110.54,110.69,8819477,CVX
2012-03-15,110.51,110.93,109.46,110.03,8899815,CVX
2012-03-16,110.43,110.83,110.1,110.28,11092847,CVX
2012-03-19,110.52,111.06,110.3,110.7,5694968,CVX
2012-03-20,109.93,109.93,108.93,109.08,6159167,CVX
2012-03-21,108.95,109.02,107.35,107.91,7550059,CVX
2012-03-22,106.85,106.99,105.03,105.35,8282178,CVX
2012-03-23,105.68,106.9,104.85,106.36,6603094,CVX
2012-03-26,107.23,107.97,106.83,107.84,5311548,CVX
2012-03-27,107.88,108.0,107.01,107.04,4327685,CVX
2012-03-28,106.57,106.96,105.2,105.89,6816631,CVX
2012-03-29,105.08,107.02,104.92,106.85,5795486,CVX
2012-03-30,107.04,107.24,106.41,107.21,6122596,CVX
2012-04-02,106.85,108.79,106.6,108.3,5189108,CVX
2012-04-03,107.93,108.23,106.23,107.14,4690208,CVX
2012-04-04,106.25,106.26,105.03,105.6,5430597,CVX
2012-04-05,105.17,105.9,104.33,104.75,5983858,CVX
2012-04-09,103.3,104.08,102.85,103.49,4983440,CVX
2012-04-10,103.25,103.38,101.4,101.45,8907627,CVX
2012-04-11,102.31,102.45,100.78,100.95,8571603,CVX
2012-04-12,100.89,102.86,100.51,102.59,6452338,CVX
2012-04-13,102.29,102.36,100.72,100.78,6848072,CVX
2012-04-16,101.62,102.24,101.17,101.51,6065082,CVX
2012-04-17,102.46,104.09,102.34,103.62,5502360,CVX
2012-04-18,103.42,103.97,102.85,103.39,4836358,CVX
2012-04-19,103.27,103.64,102.18,102.51,6768395,CVX
2012-04-20,103.11,103.84,102.42,102.52,5816719,CVX
2012-04-23,101.19,102.72,100.89,102.44,5590878,CVX
2012-04-24,102.77,103.17,102.14,103.03,4104724,CVX
2012-04-25,103.56,103.89,102.62,103.85,5309268,CVX
2012-04-26,104.0,106.7,103.99,106.22,8540181,CVX
2012-04-27,106.78,106.8,105.67,106.2,4998852,CVX
2012-04-30,106.16,106.61,105.81,106.56,4727787,CVX
2012-05-01,106.74,108.79,106.39,108.27,6181957,CVX
2012-05-02,107.51,107.65,106.59,107.03,4835310,CVX
2012-05-03,107.04,107.06,105.41,105.99,4884054,CVX
2012-05-04,105.27,105.49,103.26,103.72,6241203,CVX
2012-05-07,103.08,103.82,102.59,103.31,6126862,CVX
2012-05-08,102.75,103.21,101.55,102.84,8168633,CVX
2012-05-09,101.61,102.5,101.37,101.78,6117317,CVX
2012-05-10,102.83,104.24,102.65,103.36,21105804,CVX
2012-05-11,102.95,103.95,102.47,102.69,4944684,CVX
2012-05-14,101.74,102.3,101.27,101.94,7022505,CVX
2012-05-15,102.04,102.66,100.71,100.9,8420945,CVX
2012-05-16,100.77,101.78,100.01,100.1,6425261,CVX
2012-05-17,100.2,101.41,99.89,100.14,6528934,CVX
2012-05-18,100.48,100.75,98.24,98.46,11137897,CVX
2012-05-21,98.81,99.74,98.35,99.69,6169518,CVX
2012-05-22,99.93,100.68,98.73,99.32,6089636,CVX
2012-05-23,98.33,99.0,96.7,99.0,8012989,CVX
2012-05-24,99.26,100.12,98.55,100.06,6322316,CVX
2012-05-25,100.04,100.24,98.42,98.86,5561632,CVX
2012-05-29,99.81,100.85,99.5,100.24,5224007,CVX
2012-05-30,99.11,99.11,97.5,97.63,7284778,CVX
2012-05-31,98.06,99.16,96.68,98.31,9373033,CVX
2012-06-01,96.65,97.29,96.02,96.41,9244037,CVX
2012-06-04,96.48,97.14,95.73,96.58,6794448,CVX
2012-06-05,96.39,96.87,95.78,96.49,5892796,CVX
2012-06-06,97.89,99.8,97.58,99.8,7146087,CVX
2012-06-07,100.98,102.0,100.18,100.39,7971647,CVX
2012-06-08,99.89,101.0,99.69,100.84,5763644,CVX
2012-06-11,101.99,102.33,99.57,99.91,7037020,CVX
2012-06-12,100.2,100.9,99.56,100.74,5933845,CVX
2012-06-13,100.68,101.4,99.71,100.13,5189862,CVX
2012-06-14,100.17,102.17,99.9,101.92,6540129,CVX
2012-06-15,103.0,104.5,102.64,104.33,11091450,CVX
2012-06-18,103.14,103.97,103.0,103.46,6630692,CVX
2012-06-19,103.99,104.65,103.77,104.06,6115540,CVX
2012-06-20,104.04,104.55,102.59,103.63,7609896,CVX
2012-06-21,103.46,103.75,99.87,100.02,8492789,CVX
2012-06-22,100.65,101.12,99.58,100.44,11713363,CVX
2012-06-25,99.34,99.56,98.17,99.08,7090908,CVX
2012-06-26,98.97,101.29,98.83,100.95,7621758,CVX
2012-06-27,101.46,102.9,101.25,102.57,5741857,CVX
2012-06-28,101.85,103.65,101.43,103.46,7013079,CVX
2012-06-29,105.32,105.51,104.35,105.5,10651700,CVX
2012-07-02,105.59,106.09,104.69,105.86,5695967,CVX
2012-07-03,106.29,107.42,106.22,107.37,4080466,CVX
2012-07-05,106.27,107.05,105.73,106.03,5045579,CVX
2012-07-06,104.99,105.35,104.39,105.07,4612023,CVX
2012-07-09,104.97,105.04,103.55,104.46,5233503,CVX
2012-07-10,104.87,105.39,103.29,103.88,6424679,CVX
2012-07-11,104.31,105.63,104.02,104.85,5933029,CVX
2012-07-12,104.31,106.08,104.27,105.03,7871891,CVX
2012-07-13,105.34,106.19,104.87,106.01,6771892,CVX
2012-07-16,105.71,107.25,105.5,106.78,5185219,CVX
2012-07-17,106.99,107.5,105.58,107.43,6668255,CVX
2012-07-18,106.79,107.98,106.66,107.88,5519386,CVX
2012-07-19,107.92,108.98,107.12,108.84,6829401,CVX
2012-07-20,108.16,109.25,107.5,109.19,9371207,CVX
2012-07-23,107.25,108.28,106.03,107.95,5955678,CVX
2012-07-24,108.16,108.16,104.61,106.3,6655912,CVX
2012-07-25,106.52,106.77,105.28,106.06,5476396,CVX
2012-07-26,107.59,108.63,107.26,108.27,6813688,CVX
2012-07-27,109.38,109.5,107.13,109.26,8340173,CVX
2012-07-30,108.87,109.93,108.76,109.82,5789879,CVX
2012-07-31,109.55,110.82,109.53,109.58,10015175,CVX
2012-08-01,109.72,111.23,109.14,110.5,8364858,CVX
2012-08-02,109.46,109.93,108.47,109.25,6662973,CVX
2012-08-03,111.14,111.88,110.9,111.12,5967565,CVX
2012-08-06,110.75,112.1,110.7,111.31,5201877,CVX
2012-08-07,111.6,112.39,111.51,111.95,5453232,CVX
2012-08-08,111.5,112.64,111.36,112.14,5444115,CVX
2012-08-09,112.26,113.28,111.73,112.63,4846782,CVX
2012-08-10,111.96,113.64,111.28,113.55,5107883,CVX
2012-08-13,113.32,113.59,112.71,113.28,4336973,CVX
2012-08-14,113.7,113.87,112.96,113.32,6286431,CVX
2012-08-15,112.13,113.0,112.0,112.57,4540770,CVX
2012-08-16,112.72,113.59,112.1,113.32,5394551,CVX
2012-08-17,113.31,113.57,112.51,112.66,5642517,CVX
2012-08-20,112.69,112.89,112.14,112.52,3910433,CVX
2012-08-21,112.81,113.45,111.78,111.98,4647060,CVX
2012-08-22,111.9,112.35,111.28,112.15,4445827,CVX
2012-08-23,112.08,112.17,110.95,111.29,4193045,CVX
2012-08-24,110.77,112.2,110.76,112.01,3453250,CVX
2012-08-27,112.18,112.39,111.46,111.73,3388761,CVX
2012-08-28,111.84,112.8,111.77,112.35,3340821,CVX
2012-08-29,112.33,112.44,111.6,111.8,3296256,CVX
2012-08-30,111.49,111.69,110.92,110.93,3523504,CVX
2012-08-31,111.67,112.95,111.67,112.16,5557680,CVX
2012-09-04,112.0,112.27,110.88,111.22,4632324,CVX
2012-09-05,111.6,111.73,110.59,110.77,4441183,CVX
2012-09-06,111.57,113.44,111.57,113.03,5531622,CVX
2012-09-07,112.97,114.0,112.74,114.0,5058175,CVX
2012-09-10,114.2,114.54,113.6,113.96,5212359,CVX
2012-09-11,114.07,114.75,114.0,114.18,4758893,CVX
2012-09-12,114.23,114.74,114.03,114.48,4420623,CVX
2012-09-13,114.73,116.97,114.12,116.56,7738483,CVX
2012-09-14,116.93,118.22,116.48,117.25,8979577,CVX
2012-09-17,117.17,118.5,116.89,117.14,7411482,CVX
2012-09-18,116.99,117.65,116.59,116.97,5100059,CVX
2012-09-19,117.09,117.18,115.83,116.6,5977957,CVX
2012-09-20,116.14,118.17,115.5,117.85,7287325,CVX
2012-09-21,118.53,118.53,117.47,117.8,10282633,CVX
2012-09-24,117.55,118.49,117.46,117.78,6810274,CVX
2012-09-25,118.18,118.5,116.53,116.93,7565919,CVX
2012-09-26,116.82,117.0,116.15,116.3,5586979,CVX
2012-09-27,116.78,117.4,116.52,117.2,5482131,CVX
2012-09-28,116.88,116.89,116.15,116.56,5635284,CVX
2012-10-01,116.92,118.25,116.87,117.25,4915599,CVX
2012-10-02,117.65,118.08,116.92,117.96,6012796,CVX
2012-10-03,117.65,117.74,116.05,116.14,7362474,CVX
2012-10-04,116.64,117.47,116.47,117.15,5426075,CVX
2012-10-05,117.42,118.25,117.12,117.5,4508112,CVX
2012-10-08,117.19,117.87,116.95,117.62,3437461,CVX
2012-10-09,117.52,118.38,117.35,117.36,5985363,CVX
2012-10-10,114.64,115.05,112.01,112.45,15960931,CVX
2012-10-11,113.37,114.22,113.06,113.06,7280650,CVX
2012-10-12,113.08,113.29,111.61,112.07,5916013,CVX
2012-10-15,112.16,113.04,111.1,112.82,5775238,CVX
2012-10-16,113.48,114.41,113.32,114.09,4793836,CVX
2012-10-17,114.36,115.36,114.36,115.18,5218499,CVX
2012-10-18,114.55,115.03,114.37,114.66,6168138,CVX
2012-10-19,114.9,114.99,113.11,113.38,7160504,CVX
2012-10-22,113.61,113.7,111.73,112.74,4812038,CVX
2012-10-23,111.58,111.58,109.1,109.38,8011680,CVX
2012-10-24,109.42,110.49,109.03,109.71,5088271,CVX
2012-10-25,110.63,110.97,109.65,110.96,4888770,CVX
2012-10-26,110.67,111.69,110.58,111.18,4777575,CVX
2012-10-31,111.93,111.94,109.25,110.24,5958738,CVX
2012-11-01,110.02,111.69,109.89,111.46,6480445,CVX
2012-11-02,110.7,111.21,107.57,108.37,8375390,CVX
2012-11-05,107.74,109.34,107.74,109.19,4058768,CVX
2012-11-06,109.65,110.69,109.25,110.36,5379339,CVX
2012-11-07,109.24,109.3,106.78,107.51,7627829,CVX
2012-11-08,107.23,107.67,105.87,105.87,6208964,CVX
2012-11-09,105.26,106.69,105.08,105.84,5835170,CVX
2012-11-12,106.45,106.52,105.49,105.93,4001752,CVX
2012-11-13,105.37,106.45,105.2,105.28,4835158,CVX
2012-11-14,104.99,105.01,102.22,102.5,8610525,CVX
2012-11-15,101.99,103.47,100.66,101.62,9776868,CVX
2012-11-16,101.56,102.49,101.0,102.4,8242516,CVX
2012-11-19,103.67,104.35,103.14,104.35,6850963,CVX
2012-11-20,104.01,104.12,102.92,103.56,5284204,CVX
2012-11-21,103.95,104.12,103.41,104.1,3656372,CVX
2012-11-23,104.87,105.47,104.46,105.47,2776380,CVX
2012-11-26,104.75,104.99,104.25,104.99,4354072,CVX
2012-11-27,105.0,105.16,103.2,103.38,6612668,CVX
2012-11-28,102.98,105.62,102.76,105.58,7026636,CVX
2012-11-29,105.89,106.69,105.38,105.79,5756710,CVX
2012-11-30,106.1,106.37,105.27,105.69,6677143,CVX
2012-12-03,106.0,106.07,104.38,104.66,5737607,CVX
2012-12-04,104.4,105.09,103.94,103.96,6665092,CVX
2012-12-05,104.38,105.81,104.0,105.17,6430806,CVX
2012-12-06,105.49,106.5,105.29,106.45,7392222,CVX
2012-12-07,106.73,107.0,106.14,106.99,4948392,CVX
2012-12-10,107.1,107.69,106.48,106.96,5512287,CVX
2012-12-11,107.29,108.23,107.15,107.74,5923214,CVX
2012-12-12,108.17,109.18,107.92,108.08,5968802,CVX
2012-12-13,108.54,108.54,107.46,107.91,4909950,CVX
2012-12-14,107.61,108.39,107.4,107.82,5890063,CVX
2012-12-17,107.97,108.84,107.94,108.68,6100809,CVX
2012-12-18,108.54,110.4,108.32,110.1,7103269,CVX
2012-12-19,110.47,111.11,109.89,109.91,7623499,CVX
2012-12-20,110.0,110.67,109.65,110.38,5875576,CVX
2012-12-21,109.57,110.3,108.56,109.71,15620698,CVX
2012-12-24,109.3,109.39,108.48,108.63,2285696,CVX
2012-12-26,109.1,109.27,108.21,108.46,4094458,CVX
2012-12-27,108.46,108.86,107.27,108.52,5525927,CVX
2012-12-28,107.68,107.78,106.3,106.45,5277398,CVX
2012-12-31,105.75,108.23,105.75,108.14,6554140,CVX
2013-01-02,110.27,110.42,108.74,110.39,6144197,CVX
2013-01-03,110.14,110.92,109.51,109.92,6817081,CVX
2013-01-04,109.99,110.62,109.9,110.5,4414546,CVX
2013-01-07,110.02,110.09,109.19,109.75,4861891,CVX
2013-01-08,109.48,109.69,109.1,109.26,6326107,CVX
2013-01-09,109.72,110.08,109.2,109.54,4558964,CVX
2013-01-10,110.19,110.76,110.09,110.47,5279101,CVX
2013-01-11,111.2,112.08,110.8,111.73,5458248,CVX
2013-01-14,111.38,112.95,111.35,112.85,6373995,CVX
2013-01-15,112.26,113.47,112.15,113.44,5637850,CVX
2013-01-16,113.31,114.33,113.16,113.97,6149212,CVX
2013-01-17,114.73,115.86,114.59,114.74,6971760,CVX
2013-01-18,115.23,115.24,114.06,115.24,8543505,CVX
2013-01-22,115.11,115.94,114.53,115.91,5397984,CVX
2013-01-23,115.35,115.9,114.93,115.01,5032016,CVX
2013-01-24,115.49,116.37,115.28,115.5,4896229,CVX
2013-01-25,115.52,116.38,115.15,116.2,4745906,CVX
2013-01-28,116.56,116.58,115.41,116.04,4520633,CVX
2013-01-29,116.28,117.4,116.25,117.21,4370994,CVX
2013-01-30,117.07,117.5,116.26,116.45,5168640,CVX
2013-01-31,116.22,116.9,115.15,115.15,7784115,CVX
2013-02-01,115.84,116.69,115.05,116.5,6418181,CVX
2013-02-04,115.02,115.89,114.29,115.2,6398803,CVX
2013-02-05,115.74,116.38,115.51,115.81,5068092,CVX
2013-02-06,115.43,115.92,114.85,115.91,4461185,CVX
2013-02-07,115.99,116.0,114.33,115.02,5424187,CVX
2013-02-08,114.93,115.78,114.9,115.64,4457118,CVX
2013-02-11,115.68,115.84,115.01,115.64,3766325,CVX
2013-02-12,115.72,116.84,115.51,116.5,4530507,CVX
2013-02-13,115.43,115.84,114.91,115.53,4111225,CVX
2013-02-14,115.16,116.26,115.06,115.71,5226317,CVX
2013-02-15,115.5,115.7,114.03,114.96,6353402,CVX
2013-02-19,115.19,116.26,115.19,115.92,5024246,CVX
2013-02-20,115.93,116.1,114.84,114.99,5447259,CVX
2013-02-21,114.79,115.3,114.09,114.99,4796575,CVX
2013-02-22,115.51,116.23,114.82,115.96,5207873,CVX
2013-02-25,116.5,117.34,113.5,113.54,7525447,CVX
2013-02-26,114.47,115.17,113.75,114.96,6114714,CVX
2013-02-27,114.71,116.95,114.71,116.65,4541843,CVX
2013-02-28,116.57,117.89,116.35,117.15,5958699,CVX
2013-03-01,116.73,117.24,115.95,116.9,5570247,CVX
2013-03-04,116.78,117.81,116.08,117.49,5048142,CVX
2013-03-05,117.97,118.25,117.67,117.93,6356333,CVX
2013-03-06,118.3,118.78,118.03,118.47,5362947,CVX
2013-03-07,118.62,118.89,118.21,118.56,4380890,CVX
2013-03-08,118.95,119.11,117.99,118.57,4992714,CVX
2013-03-11,118.63,118.8,118.1,118.73,4528418,CVX
2013-03-12,118.88,119.3,118.16,118.25,4626542,CVX
2013-03-13,118.38,118.7,118.06,118.36,5393562,CVX
2013-03-14,118.73,120.26,118.6,120.0,7477391,CVX
2013-03-15,119.59,119.92,118.91,119.68,10223474,CVX
2013-03-18,118.78,119.9,118.7,119.13,4828671,CVX
2013-03-19,119.39,119.81,118.65,119.46,5244192,CVX
2013-03-20,119.98,120.88,119.86,120.35,5945243,CVX
2013-03-21,120.0,120.99,119.81,120.34,6169537,CVX
2013-03-22,120.66,121.4,120.48,121.18,5190800,CVX
2013-03-25,121.5,121.56,119.56,120.18,6345242,CVX
2013-03-26,120.74,121.13,120.32,120.98,4256690,CVX
2013-03-27,120.5,120.72,119.7,120.19,4329634,CVX
2013-03-28,120.44,120.73,118.76,118.82,8281879,CVX
2013-04-01,118.99,119.86,118.76,119.61,4324640,CVX
2013-04-02,119.84,119.95,118.66,119.0,4813821,CVX
2013-04-03,119.18,119.25,117.35,117.78,7175298,CVX
2013-04-04,117.93,118.68,117.17,118.07,5409732,CVX
2013-04-05,116.64,117.64,116.17,117.52,5030210,CVX
2013-04-08,117.49,117.87,116.65,117.81,4117581,CVX
2013-04-09,117.99,118.87,117.63,118.64,4850599,CVX
2013-04-10,118.89,119.83,118.51,119.64,5452057,CVX
2013-04-11,119.96,121.15,119.52,120.95,6092689,CVX
2013-04-12,120.46,120.9,119.5,119.94,6391928,CVX
2013-04-15,118.81,118.9,116.5,116.57,9767308,CVX
2013-04-16,117.34,117.5,116.21,117.01,6514210,CVX
2013-04-17,116.4,116.4,114.12,114.81,8291195,CVX
2013-04-18,114.88,116.12,114.6,115.59,6452566,CVX
2013-04-19,116.36,116.95,115.83,115.9,7573485,CVX
2013-04-22,116.39,117.1,115.89,116.57,5436455,CVX
2013-04-23,116.99,118.09,115.9,117.48,6746638,CVX
2013-04-24,118.04,118.68,117.98,118.28,4559895,CVX
2013-04-25,119.07,120.0,118.3,118.51,5603798,CVX
2013-04-26,119.0,120.41,118.68,120.04,6012549,CVX
2013-04-29,120.44,121.6,120.04,121.32,5159431,CVX
2013-04-30,121.05,122.01,120.12,122.01,6909280,CVX
2013-05-01,121.25,121.58,120.05,120.27,6082100,CVX
2013-05-02,121.0,122.33,120.63,122.04,5067569,CVX
2013-05-03,122.69,123.91,122.46,123.49,6384994,CVX
2013-05-06,123.32,123.78,122.71,123.25,4669125,CVX
2013-05-07,123.35,123.72,122.54,123.04,4413548,CVX
2013-05-08,122.98,123.6,122.85,123.36,4479855,CVX
2013-05-09,123.46,123.95,122.96,123.64,9238020,CVX
2013-05-10,123.38,123.71,122.12,123.23,10582385,CVX
2013-05-13,122.9,123.1,122.17,122.85,16870017,CVX
2013-05-14,122.92,125.0,122.91,125.0,6967138,CVX
2013-05-15,123.73,123.73,122.6,123.01,7950590,CVX
2013-05-16,122.74,123.37,122.5,122.76,5549738,CVX
2013-05-17,122.74,123.42,122.27,123.42,6850911,CVX
2013-05-20,123.43,124.84,123.18,124.78,5298587,CVX
2013-05-21,124.84,126.2,124.75,125.94,6700770,CVX
2013-05-22,125.91,126.98,124.6,124.93,9351233,CVX
2013-05-23,124.21,125.83,124.21,125.4,8096098,CVX
2013-05-24,124.5,125.56,124.33,125.45,5593485,CVX
2013-05-28,126.39,127.4,125.86,126.43,6598778,CVX
2013-05-29,126.07,126.73,124.81,125.49,6422369,CVX
2013-05-30,125.23,125.97,124.51,125.11,4353490,CVX
2013-05-31,124.64,125.3,122.75,122.75,7909239,CVX
2013-06-03,122.35,124.12,122.35,124.09,7258003,CVX
2013-06-04,122.82,123.65,122.14,122.96,7675432,CVX
2013-06-05,122.34,123.1,121.31,121.57,7745668,CVX
2013-06-06,121.36,121.49,118.66,120.59,10141731,CVX
2013-06-07,121.22,121.97,120.14,121.7,6090252,CVX
2013-06-10,122.94,122.98,121.8,122.69,5585897,CVX
2013-06-11,121.87,122.76,121.26,121.45,4546602,CVX
2013-06-12,122.32,122.73,119.61,119.97,5489171,CVX
2013-06-13,119.9,121.83,119.81,121.66,4656615,CVX
2013-06-14,121.13,121.68,120.1,120.28,4414709,CVX
2013-06-17,120.45,121.78,120.28,121.22,4046859,CVX
2013-06-18,121.03,121.72,120.86,121.52,4545197,CVX
2013-06-19,121.8,122.38,120.41,120.5,4634616,CVX
2013-06-20,119.54,119.66,117.57,117.95,7627858,CVX
2013-06-21,119.24,119.54,117.26,118.93,10692108,CVX
2013-06-24,117.71,118.03,116.02,116.82,6785803,CVX
2013-06-25,117.75,117.87,116.92,117.45,5984962,CVX
2013-06-26,118.34,118.54,117.0,118.15,4820679,CVX
2013-06-27,118.52,119.54,118.49,118.71,4460931,CVX
2013-06-28,118.79,119.56,118.14,118.34,6506617,CVX
2013-07-01,118.35,120.01,118.0,119.08,5053222,CVX
2013-07-02,119.09,120.33,118.59,119.15,4912273,CVX
2013-07-03,119.24,119.3,118.61,119.08,3041951,CVX
2013-07-05,119.69,120.86,119.1,120.51,4388524,CVX
2013-07-08,121.29,122.31,120.98,121.24,4964403,CVX
2013-07-09,122.39,123.74,122.05,123.27,6254013,CVX
2013-07-10,123.45,124.54,122.71,122.9,5549562,CVX
2013-07-11,123.95,124.11,122.51,123.77,7235063,CVX
2013-07-12,123.52,124.15,123.04,124.06,5615150,CVX
2013-07-15,124.11,125.14,124.06,124.68,4062353,CVX
2013-07-16,124.71,125.24,123.55,124.12,4003750,CVX
2013-07-17,124.65,125.0,124.29,124.35,3636923,CVX
2013-07-18,124.68,125.65,124.64,125.47,4324183,CVX
